"plz","name","email"
"30165","Hannover","32.41@hannover-stadt.de"
"30169","Hannover","32.41@hannover-stadt.de"
"30173","Hannover","32.41@hannover-stadt.de"
"30175","Hannover","32.41@hannover-stadt.de"
"30177","Hannover","32.41@hannover-stadt.de"
"30179","Hannover","32.41@hannover-stadt.de"
"30419","Hannover","32.41@hannover-stadt.de"
"30449","Hannover","32.41@hannover-stadt.de"
"30451","Hannover","32.41@hannover-stadt.de"
"30453","Hannover","32.41@hannover-stadt.de"
"30455","Hannover","32.41@hannover-stadt.de"
"30457","Hannover","32.41@hannover-stadt.de"
"30459","Hannover","32.41@hannover-stadt.de"
"30521","Hannover","32.41@hannover-stadt.de"
"30539","Hannover","32.41@hannover-stadt.de"
"30559","Hannover","32.41@hannover-stadt.de"
"30625","Hannover","32.41@hannover-stadt.de"
"30627","Hannover","32.41@hannover-stadt.de"
"30629","Hannover","32.41@hannover-stadt.de"
"30655","Hannover","32.41@hannover-stadt.de"
"30657","Hannover","32.41@hannover-stadt.de"
"30659","Hannover","32.41@hannover-stadt.de"
"30669","Hannover","32.41@hannover-stadt.de"
"30823","Garbsen","strassenverkehr@garbsen.de"
"30880","Laatzen","teamordnung@laatzen.de"
"31275","Lehrte","ordnungsdienst@lehrte.de"
"32049","Herford","bussgeldstelle@herford.de"
"32657","Lemgo","5.690@lemgo.de"
"32791","Lage","buergerservice@lage.de"
"33334","Gütersloh","bussgeldstelle@guetersloh.de"
"34123","Kassel","verkehrsueberwachung@kassel.de"
"34132","Kassel","verkehrsueberwachung@kassel.de"
"34346","Hann. Münden","info@hann.muenden.de"
"34431","Marsberg","info@marsberg.de"
"34621","Frielendorf","gemeinde@frielendorf.de"
"35075","Gladenbach","e.bastian@gladenbach.de"
"35305","Grünberg (Hessen)","info@gruenberg.de"
"35325","Muecke-Merlau","ordnungsamt@gemeinde-muecke.de"
"35745","Herborn","stadtpolizei@herborn.de"
"36039","Fulda","verkehrsowi@fulda.de"
"36041","Fulda","verkehrsowi@fulda.de"
"36043","Fulda","verkehrsowi@fulda.de"
"37181","Hardegsen","bussgeldstelle@landkreis-northeim.de"
"37603","Holzminden","ordnung-verkehr@holzminden.de"
"37671","Höxter","k.zymner@hoexter.de"
"38518","Gifhorn","ordnung@stadt-gifhorn.de"
"38640","Goslar","owi1@landkreis-goslar.de"
"38685","Langelsheim","stadt@langelsheim.de"
"39104","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"39106","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"39108","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"39116","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"39120","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"39128","Magdeburg","bussgeldabteilung@owi.magdeburg.de"
"45772","Marl","ordnungsamt@marl.de"
"41352","Korschenbroich","verkehrsueberwachung@korschenbroich.de"
"41363","Jüchen","stadt@juechen.de"
"45964","Gladbeck","ordnungsamt@stadt-gladbeck.de"
"41515","Grevenbroich","falschparken@grevenbroich.de"
"41836","Hückelhoven","astrid.wissner@hueckelhoven.de"
"44534","Lünen","verkehrsueberwachung@luenen.de"
"44623","Herne","bussgeldstelle@herne.de"
"45470","Mülheim an der Ruhr","priv.anzeige.parkverstoss@muelheim-ruhr.de"
"45473","Mülheim an der Ruhr","priv.anzeige.parkverstoss@muelheim-ruhr.de"
"45479","Mülheim an der Ruhr","priv.anzeige.parkverstoss@muelheim-ruhr.de"
"45966","Gladbeck","ordnungsamt@stadt-gladbeck.de"
"47441","Moers","bussgeldstelle@moers.de"
"47443","Moers","bussgeldstelle@moers.de"
"47445","Moers","bussgeldstelle@moers.de"
"47533","Kleve","stadt-kleve@kleve.de"
"47546","Kalkar","info@kalkar.de"
"47608","Geldern","johannes.dercks@geldern.de"
"47798","Krefeld","falschparken@krefeld.de"
"47799","Krefeld","falschparken@krefeld.de"
"47803","Krefeld","falschparken@krefeld.de"
"47804","Krefeld","falschparken@krefeld.de"
"48145","Münster","bussgeldstelle@stadt-muenster.de"
"48149","Münster","bussgeldstelle@stadt-muenster.de"
"48151","Münster","bussgeldstelle@stadt-muenster.de"
"48153","Münster","bussgeldstelle@stadt-muenster.de"
"48155","Münster","bussgeldstelle@stadt-muenster.de"
"48157","Münster","bussgeldstelle@stadt-muenster.de"
"48159","Münster","bussgeldstelle@stadt-muenster.de"
"48161","Münster","bussgeldstelle@stadt-muenster.de"
"48163","Münster","bussgeldstelle@stadt-muenster.de"
"48165","Münster","bussgeldstelle@stadt-muenster.de"
"48167","Münster","bussgeldstelle@stadt-muenster.de"
"48477","Hörstel","ordnungsamt@hoerstel.de"
"48599","Gronau","ordnungsamt@gronau.de"
"48712","Gescher","verwarnung@gescher.de"
"49124","Georgsmarienhütte","bussgeldstelle@lkos.de"
"49324","Melle","ruhenderverkehr@stadt-melle.de"
"49584","Fürstenau","info@fuerstenau.de"
"49393","Lohne","rathaus@lohne.de"
"49525","Lengerich","ordnungsamt@lengerich.de"
"49716","Meppen","info@meppen.de"
"49740","Haselünne","stadthaseluenne@haseluenne.de"
"49744","Geeste","p.werther@geeste.de"
"49811","Lingen","info@emsland.de"
"49832","Freren","info@freren.de"
"50171","Kerpen","ordnungsamt@stadt-kerpen.de"
"50354","Hürth","ruhenderverkehr@huerth.de"
"50668","Köln","owi-anzeigen@stadt-koeln.de"
"50670","Köln","owi-anzeigen@stadt-koeln.de"
"50672","Köln","owi-anzeigen@stadt-koeln.de"
"50674","Köln","owi-anzeigen@stadt-koeln.de"
"50677","Köln","owi-anzeigen@stadt-koeln.de"
"50678","Köln","owi-anzeigen@stadt-koeln.de"
"50679","Köln","owi-anzeigen@stadt-koeln.de"
"50733","Köln","owi-anzeigen@stadt-koeln.de"
"50735","Köln","owi-anzeigen@stadt-koeln.de"
"50737","Köln","owi-anzeigen@stadt-koeln.de"
"50739","Köln","owi-anzeigen@stadt-koeln.de"
"50765","Köln","owi-anzeigen@stadt-koeln.de"
"50767","Köln","owi-anzeigen@stadt-koeln.de"
"50769","Köln","owi-anzeigen@stadt-koeln.de"
"50823","Köln","owi-anzeigen@stadt-koeln.de"
"50825","Köln","owi-anzeigen@stadt-koeln.de"
"50827","Köln","owi-anzeigen@stadt-koeln.de"
"50829","Köln","owi-anzeigen@stadt-koeln.de"
"50858","Köln","owi-anzeigen@stadt-koeln.de"
"50859","Köln","owi-anzeigen@stadt-koeln.de"
"50931","Köln","owi-anzeigen@stadt-koeln.de"
"50933","Köln","owi-anzeigen@stadt-koeln.de"
"50935","Köln","owi-anzeigen@stadt-koeln.de"
"50937","Köln","owi-anzeigen@stadt-koeln.de"
"50968","Köln","owi-anzeigen@stadt-koeln.de"
"50969","Köln","owi-anzeigen@stadt-koeln.de"
"50996","Köln","owi-anzeigen@stadt-koeln.de"
"50997","Köln","owi-anzeigen@stadt-koeln.de"
"50999","Köln","owi-anzeigen@stadt-koeln.de"
"51061","Köln","owi-anzeigen@stadt-koeln.de"
"51063","Köln","owi-anzeigen@stadt-koeln.de"
"51065","Köln","owi-anzeigen@stadt-koeln.de"
"51067","Köln","owi-anzeigen@stadt-koeln.de"
"51069","Köln","owi-anzeigen@stadt-koeln.de"
"51103","Köln","owi-anzeigen@stadt-koeln.de"
"51105","Köln","owi-anzeigen@stadt-koeln.de"
"51107","Köln","owi-anzeigen@stadt-koeln.de"
"51109","Köln","owi-anzeigen@stadt-koeln.de"
"51143","Köln","owi-anzeigen@stadt-koeln.de"
"51145","Köln","owi-anzeigen@stadt-koeln.de"
"51147","Köln","owi-anzeigen@stadt-koeln.de"
"51149","Köln","owi-anzeigen@stadt-koeln.de"
"51371","Leverkusen","362-02@stadt.leverkusen.de"
"51373","Leverkusen","362-02@stadt.leverkusen.de"
"51377","Leverkusen","362-02@stadt.leverkusen.de"
"51379","Leverkusen","362-02@stadt.leverkusen.de"
"51381","Leverkusen","362-02@stadt.leverkusen.de"
"51515","Kürten","gemeinde@kuerten.de"
"51643","Gummersbach","marcus.voigt@gummersbach.de"
"51789","Lindlar","ordnungsamt@lindlar.de"
"52134","Herzogenrath","bussgeldstelle@herzogenrath.de"
"52156","Monschau","dieter.mertens@stadt.monschau.de"
"52372","Kreuzau","buergermeister@kreuzau.de"
"52428","Jülich","ordnungsamt@juelich.de"
"52511","Geilenkirchen","bussgeldstelle@geilenkirchen.de"
"52525","Heinsberg","ordnungsamt@heinsberg.de"
"53639","Königswinter","stadtverwaltung@koenigswinter.de"
"53773","Hennef","ordnungsdienst@hennef.de"
"53797","Lohmar","rathaus@lohmar.de"
"53894","Mechernich","info@mechernich.de"
"53925","Kall","buergermeister@kall.de"
"54329","Konz","ordnungsamt@konz.de"
"55116","Mainz","einsatz.vuew@stadt.mainz.de"
"55118","Mainz","einsatz.vuew@stadt.mainz.de"
"55120","Mainz","einsatz.vuew@stadt.mainz.de"
"55122","Mainz","einsatz.vuew@stadt.mainz.de"
"55124","Mainz","einsatz.vuew@stadt.mainz.de"
"55126","Mainz","einsatz.vuew@stadt.mainz.de"
"55127","Mainz","einsatz.vuew@stadt.mainz.de"
"55128","Mainz","einsatz.vuew@stadt.mainz.de"
"55129","Mainz","einsatz.vuew@stadt.mainz.de"
"55130","Mainz","einsatz.vuew@stadt.mainz.de"
"55131","Mainz","einsatz.vuew@stadt.mainz.de"
"55218","Ingelheim am Rhein","stadtverwaltung@ingelheim.de"
"55296","Gau-Bischofsheim","strassenverkehr@vg-bodenheim.de"
"56068","Koblenz","leitstelle@stadt.koblenz.de"
"56070","Koblenz","leitstelle@stadt.koblenz.de"
"56073","Koblenz","leitstelle@stadt.koblenz.de"
"56075","Koblenz","leitstelle@stadt.koblenz.de"
"56076","Koblenz","leitstelle@stadt.koblenz.de"
"56077","Koblenz","leitstelle@stadt.koblenz.de"
"56727","Mayen","bussgeld@mayen.de"
"57223","Kreuztal","ordnungsamt@kreuztal.de"
"57271","Hilchenbach","ordnungsbehoerde@hilchenbach.de"
"58089","Hagen","ordnungsamt@stadt-hagen.de"
"58091","Hagen","ordnungsamt@stadt-hagen.de"
"58093","Hagen","ordnungsamt@stadt-hagen.de"
"58095","Hagen","ordnungsamt@stadt-hagen.de"
"58097","Hagen","ordnungsamt@stadt-hagen.de"
"58099","Hagen","ordnungsamt@stadt-hagen.de"
"58119","Hagen","ordnungsamt@stadt-hagen.de"
"58135","Hagen","ordnungsamt@stadt-hagen.de"
"58313","Herdecke","mareike.soelter@herdecke.de"
"58507","Lüdenscheid","verkehrsowi@luedenscheid.de"
"58540","Meinerzhagen","post@meinerzhagen.de"
"58636","Iserlohn","strassenverkehr@iserlohn.de"
"58638","Iserlohn","strassenverkehr@iserlohn.de"
"58640","Iserlohn","strassenverkehr@iserlohn.de"
"58642","Iserlohn","strassenverkehr@iserlohn.de"
"58644","Iserlohn","strassenverkehr@iserlohn.de"
"58675","Hemer","post@hemer.de"
"58706","Menden","ordnungsamt@menden.de"
"59063","Hamm","bussgeldstelle@stadt.hamm.de"
"59065","Hamm","bussgeldstelle@stadt.hamm.de"
"59067","Hamm","bussgeldstelle@stadt.hamm.de"
"59069","Hamm","bussgeldstelle@stadt.hamm.de"
"59071","Hamm","bussgeldstelle@stadt.hamm.de"
"59073","Hamm","bussgeldstelle@stadt.hamm.de"
"59075","Hamm","bussgeldstelle@stadt.hamm.de"
"59077","Hamm","bussgeldstelle@stadt.hamm.de"
"59174","Kamen","ruhender-verkehr@stadt-kamen.de"
"59348","Lüdinghausen","meier@stadt-luedinghausen.de"
"59555","Lippstadt","post@stadt-lippstadt.de"
"59590","Geseke","ordnungsverwaltung@geseke.de"
"59872","Meschede","georg.voss@meschede.de"
"61169","Friedberg (Hessen)","ordnungsamt@friedberg-hessen.de"
"61381","Friedrichsdorf","stadtpolizei@friedrichsdorf.de"
"63150","Heusenstamm","owi@heusenstamm.de"
"63450","Hanau","verwarngeldstelle@hanau.de"
"63452","Hanau","verwarngeldstelle@hanau.de"
"63454","Hanau","verwarngeldstelle@hanau.de"
"63456","Hanau","verwarngeldstelle@hanau.de"
"63457","Hanau","verwarngeldstelle@hanau.de"
"63477","Maintal","stadtpolizei@maintal.de"
"63571","Gelnhausen","ordnungsamt@gelnhausen.de"
"63768","Hösbach","info@zvau.de"
"63776","Mömbris","verwaltung@moembris.bayern.de"
"63808","Haibach","info@zvau.de"
"63814","Mainaschaff","info@zvau.de"
"63897","Miltenberg","ordnungsamt@miltenberg.de"
"64521","Groß-Gerau","sicherheitundordnung@gross-gerau.de"
"64658","Fürth (Odenwald)","ordnungspolizei@moerlenbach.de"
"64739","Höchst","mwoelselschneider@hoechst-i-odw.de"
"65239","Hochheim","ordnungsamt@hochheim.de"
"65719","Hofheim am Taunus","ordnungsbehoerde@hofheim.de"
"65795","Hattersheim","ordnungsamt@hattersheim.de"
"66265","Heusweiler","opb@heusweiler.de"
"66271","Kleinblittersdorf","zbb@lava.saarland.de"
"66299","Friedrichsthal","ordnungsamt@friedrichsthal.de"
"66352","Grossrosseln","ordnungsamt@saarbruecken.de"
"66399","Mandelbachtal","ordnungswidrigkeiten@saarpfalz-kreis.de"
"66424","Homburg","ortspolizei@homburg.de"
"66453","Gersheim","zbb@lava.saarland.de"
"66459","Kirkel","ordnungsamt@kirkel.de"
"66557","Illingen","owigvk@schiffweiler.de"
"66589","Merchweiler","gemeinde@merchweiler.de"
"66629","Freisen","rathaus@freisen.de"
"66640","Namborn","ordnungsamt@namborn.de"
"66646","Marpingen","arno.strass@marpingen.de"
"66663","Merzig","ordnungsamt@merzig.de"
"66679","Losheim am See","opb@losheim.de"
"66693","Mettlach","zbb@lava.saarland.de"
"66809","Nalbach","zbb@lava.saarland.de"
"66822","Lebach","verkehrsueberwachung@lebach.de"
"66849","Landstuhl","info@landstuhl.de"
"66869","Kusel","kbecker.vg@kusel.de"
"67059","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67061","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67063","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67065","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67067","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67069","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67071","Ludwigshafen","anzeigenerstattung@ludwigshafen.de"
"67112","Mutterstadt","info@mutterstadt.de"
"67245","Lambsheim","ordnung@lambsheim-hessheim.de"
"67251","Freinsheim","riedl@freinsheim.de"
"67258","Heßheim","r.lembach@lambsheim-hessheim.de"
"67269","Grünstadt","ordnungsamt@gruenstadt.de"
"67292","Kirchheimbolanden","vg@kirchheimbolanden.de"
"67310","Hettenleidelheim","verwaltung@vg-hettenleidelheim.rlp.de"
"67466","Lambrecht","info@vg-lambrecht.de"
"67487","Maikammer","bauer@vg-maikammer.de"
"67583","Guntersblum","rmuders@vg-guntersblum.de"
"67655","Kaiserslautern","bussgeldstelleverkehr@kaiserslautern.de"
"67657","Kaiserslautern","bussgeldstelleverkehr@kaiserslautern.de"
"67659","Kaiserslautern","bussgeldstelleverkehr@kaiserslautern.de"
"67661","Kaiserslautern","bussgeldstelleverkehr@kaiserslautern.de"
"67663","Kaiserslautern","bussgeldstelleverkehr@kaiserslautern.de"
"79115","Freiburg im Breisgau","bussgeldbehoerde@stadt.freiburg.de"
"80538","München","verkehrsueberwachung.kvr@muenchen.de"
"80639","München","verkehrsueberwachung.kvr@muenchen.de"
"80798","München","verkehrsueberwachung.kvr@muenchen.de"
"80803","München","verkehrsueberwachung.kvr@muenchen.de"
"80939","München","verkehrsueberwachung.kvr@muenchen.de"
"81241","München","verkehrsueberwachung.kvr@muenchen.de"
"81371","München","verkehrsueberwachung.kvr@muenchen.de"
"81377","München","verkehrsueberwachung.kvr@muenchen.de"
"81547","München","verkehrsueberwachung.kvr@muenchen.de"
"81735","München","verkehrsueberwachung.kvr@muenchen.de"
"81825","München","verkehrsueberwachung.kvr@muenchen.de"
"81927","München","verkehrsueberwachung.kvr@muenchen.de"
"81929","München","verkehrsueberwachung.kvr@muenchen.de"
"88074","Meckenbeuren","rathaus@gemeinde-meckenbeuren.de"
"93142","Maxhütte-Haidhof","hennp@maxhuette-haidhof.de"
"93155","Hemau","owi-anzeigen@zv-kvs.de"
"94544","Hofkirchen, Bay","juergen.geier@hofkirchen.de"
"95028","Hof","oeffentliche-sicherheit-und-ordnung@stadt-hof.de"
"04347","Leipzig","bussgeld@leipzig.de"
"85354","Freising","info@zkv-sob.de"
"76703","Kraichtal","stv@landratsamt-karlsruhe.de"
"80469","München","verkehrsueberwachung.kvr@muenchen.de"
"09648","Mittweida","ordnungsamt@mittweida.de"
"06124","Halle (Saale)","anzeige-ordnungswidrigkeit@halle.de"
"06130","Halle (Saale)","anzeige-ordnungswidrigkeit@halle.de"
"06114","Halle (Saale)","anzeige-ordnungswidrigkeit@halle.de"
"06108","Halle (Saale)","anzeige-ordnungswidrigkeit@halle.de"
"47475","Kamp-Lintfort","bussgeld@kamp-lintfort.de"
"41066","Mönchengladbach","pa-import@moenchengladbach.de"
"41068","Mönchengladbach","pa-import@moenchengladbach.de"
"41069","Mönchengladbach","pa-import@moenchengladbach.de"
"41189","Mönchengladbach","pa-import@moenchengladbach.de"
"41236","Mönchengladbach","pa-import@moenchengladbach.de"
"41238","Mönchengladbach","pa-import@moenchengladbach.de"
"41063","Mönchengladbach","pa-import@moenchengladbach.de"
"41179","Mönchengladbach","pa-import@moenchengladbach.de"
"41199","Mönchengladbach","pa-import@moenchengladbach.de"
"93309","Kelheim","vue@kelheim.de"
"37235","Hessisch Lichtenau","ordnungsamt@hessisch-lichtenau.de"
"21039","Hamburg","anzeigenbussgeldstelle@owi-verkehr.hamburg.de"
"53340","Meckenheim","ordnungsamt@meckenheim.de"
"21337","Lüneburg","bussgeldstelle@landkreis-lueneburg.de"
"21335","Lüneburg","bussgeldstelle@landkreis-lueneburg.de"
"40789","Monheim am Rhein","bussgeldstelle@monheim.de"
"88299","Leutkirch im Allgäu","bussgeldstelle@leutkirch.de"
"04275","Leipzig","bussgeld@leipzig.de"
"04329","Leipzig","bussgeld@leipzig.de"
"04315","Leipzig","bussgeld@leipzig.de"
"04205","Leipzig","bussgeld@leipzig.de"
"04357","Leipzig","bussgeld@leipzig.de"
"04129","Leipzig","bussgeld@leipzig.de"
"24145","Kiel","bussgeldstelle@kiel.de"
"24148","Kiel","bussgeldstelle@kiel.de"
"24149","Kiel","bussgeldstelle@kiel.de"
"24118","Kiel","bussgeldstelle@kiel.de"
"24143","Kiel","bussgeldstelle@kiel.de"
"24146","Kiel","bussgeldstelle@kiel.de"
"90402","Nürnberg","info@zv-kvue.nuernberg.de"
"23909","Ratzeburg","ordnungsbehoerde@ratzeburg.de"
"76327","Pfinztal","ordnungsamt@pfinztal.de"
"24534","Neumünster","bussgeldstelle@neumuenster.de"
"41464","Neuss","verkehrslenkung@stadt.neuss.de"
"75223","Niefern-Öschelbronn","osa@niefern-oeschelbronn.de"
"22848","Norderstedt","ordnungsamt@norderstedt.de"
"90475","Nürnberg","info@zv-kvue.nuernberg.de"
"90489","Nürnberg","info@zv-kvue.nuernberg.de"
"82041","Oberhaching","pp-mue.muenchen.pi31@polizei.bayern.de"
"49086","Osnabrück","bussgeldstelle@osnabrueck.de"
"75177","Pforzheim","privatanzeige@pforzheim.de"
"82049","Pullach i. Isartal","pp-mue.muenchen.pi32@polizei.bayern.de"
"94209","Regen","ordnungsamt@regen.de"
"42897","Remscheid","bussgeldstelle@remscheid.de"
"72762","Reutlingen","ordnungsamt.vollzugsdienst@reutlingen.de"
"77866","Rheinau","gemeindevollzugsdienst@rheinau.de"
"73035","Göppingen","bussgeld@goeppingen.de"
"73037","Göppingen","bussgeld@goeppingen.de"
"73116","Göppingen","bussgeld@goeppingen.de"
"78239","Rielasingen-Worblingen","info@rielasingen-worblingen.de"
"73033","Göppingen","bussgeld@goeppingen.de"
"97794","Rieneck","poststelle@gemuenden.bayern.de"
"18147","Rostock","kod@rostock.de"
"38229","Salzgitter","owi@stadt.salzgitter.de"
"34270","Schauenburg","ordnungsamt@gemeinde-schauenburg.de"
"73001","Göppingen","bussgeld@goeppingen.de"
"73002","Göppingen","bussgeld@goeppingen.de"
"73003","Göppingen","bussgeld@goeppingen.de"
"73004","Göppingen","bussgeld@goeppingen.de"
"73005","Göppingen","bussgeld@goeppingen.de"
"88212","Ravensburg","ordnungsamt@ravensburg.de"
"19061","Schwerin","bussgeldstelle@schwerin.de"
"82031","Grünwald","pp-mue.muenchen.pi32@polizei.bayern.de"
"90409","Nürnberg","info@zv-kvue.nuernberg.de"
"90419","Nürnberg","info@zv-kvue.nuernberg.de"
"90425","Nürnberg","info@zv-kvue.nuernberg.de"
"90427","Nürnberg","info@zv-kvue.nuernberg.de"
"90439","Nürnberg","info@zv-kvue.nuernberg.de"
"90441","Nürnberg","info@zv-kvue.nuernberg.de"
"42555","Velbert","kod@velbert.de"
"70629","Leinfelden-Echterdingen","owi@le-mail.de"
"18435","Stralsund","ordnungsamt@stralsund.de"
"70174","Stuttgart","bussgeldstelle@stuttgart.de"
"24536","Neumünster","bussgeldstelle@neumuenster.de"
"27239","Twistringen","rathaus@twistringen.de"
"78112","St. Georgen im Schwarzwald","ordnungsamt@st-georgen.de"
"41749","Viersen","strassenverkehr@viersen.de"
"71111","Waldenbuch","ordnungsamt@waldenbuch.de"
"17192","Waren (Müritz)","postamt@waren-mueritz.de"
"99425","Weimar","bussgeldstelle@stadtweimar.de"
"41747","Viersen","strassenverkehr@viersen.de"
"90449","Nürnberg","info@zv-kvue.nuernberg.de"
"38554","Weyhausen","post@boldecker-land.de"
"48691","Vreden","info@vreden.de"
"90453","Nürnberg","info@zv-kvue.nuernberg.de"
"82166","Gräfelfing","pp-mue.muenchen.pi46@polizei.bayern.de"
"82061","Neuried","pp-mue.muenchen.pi46@polizei.bayern.de"
"74211","Leingarten","sven.panhans@leingarten.de"
"06786","Oranienbaum-Wörlitz","ordnungsamt@oranienbaum-woerlitz.de"
"90513","Zirndorf","ordnungsamt@zirndorf.de"
"28719","Bremen","anzeigen@ordnungsamt.bremen.de"
"38272","Burgdorf","ordnungsamt@burgdorf.de"
"44581","Castrop-Rauxel","bussgeldabteilung.b32@castrop-rauxel.de"
"16548","Glienicke/Nordbahn","ordnungsangelegenheiten@glienicke.eu"
"72459","Albstadt","herbert.deschler@albstadtwerke.de"
"72461","Albstadt","ordnungswidrigkeiten@zollernalbkreis.de"
"26607","Aurich","info@stadt.aurich.de"
"71034","Böblingen","anzeigen-321@boeblingen.de"
"46397","Bocholt","ordnungsamt@bocholt.de"
"37444","Braunlage","jan.mueller@stadt-braunlage.de"
"28717","Bremen","anzeigen@ordnungsamt.bremen.de"
"09224","Chemnitz","bussgeldstelle@stadt-chemnitz.de"
"25355","Lutzhorn","bussgeldstelle@kreis-pinneberg.de"
"74597","Crailsheim","info@crailsheim.de"
"69434","Eberbach","stadt@eberbach.de"
"16227","Eberswalde","u.birk@eberswalde.de"
"84174","Eching","johann.lang@eching-ndb.de"
"86678","Ehingen","owi@ehingen.de"
"27476","Cuxhaven","info@cuxhaven.de"
"32549","Bad Oeynhausen","info@badoeynhausen.de"
"35684","Dillenburg","ordnungsbehoerde@dillenburg.de"
"90459","Nürnberg","info@zv-kvue.nuernberg.de"
"38709","Wildemann","stadtverwaltung@clausthal-zellerfeld.de"
"46286","Dorsten","ordnungsamt@dorsten.de"
"70736","Fellbach","strassenverkehrsbehoerde@fellbach.de"
"69429","Waldbrunn (Odenwald)","stadt@eberbach.de"
"90461","Nürnberg","info@zv-kvue.nuernberg.de"
"77652","Offenburg","bussgeldstelle@offenburg.de"
"45884","Gelsenkirchen","fremdanzeige@gelsenkirchen.de"
"76571","Gaggenau","sicherheit-ordnung@gaggenau.de"
"07554","Gera","ordnungsdienst@gera.de"
"30826","Garbsen","strassenverkehr@garbsen.de"
"07557","Gera","ordnungsdienst@gera.de"
"76593","Gernsbach","ordnungsamt@gernsbach.de"
"38559","Gifhorn","ordnung@stadt-gifhorn.de"
"45968","Gladbeck","ordnungsamt@stadt-gladbeck.de"
"38642","Goslar","owi1@landkreis-goslar.de"
"99090","Erfurt","buergeramt@erfurt.de"
"85630","Haar","pp-mue.muenchen.pi27@polizei.bayern.de"
"90469","Nürnberg","info@zv-kvue.nuernberg.de"
"99095","Erfurt","buergeramt@erfurt.de"
"41517","Grevenbroich","falschparken@grevenbroich.de"
"82064","Grünwald","pp-mue.muenchen.pi32@polizei.bayern.de"
"33333","Gütersloh","bussgeldstelle@guetersloh.de"
"23619","Hamberge","bussgeldstelle@kreis-stormarn.de"
"90473","Nürnberg","info@zv-kvue.nuernberg.de"
"76846","Hauenstein","poststelle@hauenstein.rlp.de"
"38372","Helmstedt","ordnungswidrigkeiten@landkreis-helmstedt.de"
"32051","Herford","bussgeldstelle@herford.de"
"40723","Hilden","verwarnungen@hilden.de"
"85551","Kirchheim bei München","pp-mue.muenchen.pi27@polizei.bayern.de"
"90478","Nürnberg","info@zv-kvue.nuernberg.de"
"04600","Altenburg","ordnungsamt@stadt-altenburg.de"
"85622","Haar","pp-mue.muenchen.pi27@polizei.bayern.de"
"90480","Nürnberg","info@zv-kvue.nuernberg.de"
"85609","Aschheim","pp-mue.muenchen.pi27@polizei.bayern.de"
"90482","Nürnberg","info@zv-kvue.nuernberg.de"
"90491","Nürnberg","info@zv-kvue.nuernberg.de"
"82054","Unterhaching","pp-mue.muenchen.pi31@polizei.bayern.de"
"90429","Nürnberg","info@zv-kvue.nuernberg.de"
"74190","Schwaigern","info@schwaigern.de"
"90451","Nürnberg","info@zv-kvue.nuernberg.de"
"01665","Landkreis Meißen","kreisordnungsamt@kreis-meissen.de"
"01468","Landkreis Meißen","kreisordnungsamt@kreis-meissen.de"
"90471","Nürnberg","info@zv-kvue.nuernberg.de"
"01471","Landkreis Meißen","kreisordnungsamt@kreis-meissen.de"
"85653","Aying","katharina.demmel@aying.de"
"01594","Hirschstein","gemeinde@hirschstein.de"
"85635","Höhenkirchen-Siegertsbrunn","sylvia.schmidt@hksbr.de"
"25997","Hörnum","ordnungsamt@gemeinde-sylt.de"
"30916","Isernhagen","verkehrsowi@region-hannover.de"
"25992","List auf Sylt","ordnungsamt@gemeinde-sylt.de"
"25996","Wenningstedt-Braderup","ordnungsamt@gemeinde-sylt.de"
"42653","Solingen","bussgeldstelle@solingen.de"
"42655","Solingen","bussgeldstelle@solingen.de"
"42657","Solingen","bussgeldstelle@solingen.de"
"42697","Solingen","bussgeldstelle@solingen.de"
"42699","Solingen","bussgeldstelle@solingen.de"
"23730","Neustadt in Holstein","aschneider@neustadt-holstein.de"
"31552","Rodenberg","info@rodenberg.de"
"21493","Schwarzenbek","info@schwarzenbek.de"
"34246","Vellmar","thorsten.vogler@vellmar.de"
"02763","Zittau","stadtordnung@zittau.de"
"67710","Waldfischbach-Burgalben","feedback@waldfischbach-burgalben.de"
"91074","Herzogenaurach","pp-mfr.herzogenaurach.pi@polizei.bayern.de"
"32758","Detmold","verkehrsangelegenheiten@detmold.de"
"09228","Chemnitz","bussgeldstelle@stadt-chemnitz.de"
"25436","Uetersen","bussgeldstelle@kreis-pinneberg.de"
"72076","Tübingen","bussgeldstelle@tuebingen.de"
"26131","Oldenburg","bussgeld@stadt-oldenburg.de"
"26133","Oldenburg","bussgeld@stadt-oldenburg.de"
"26123","Oldenburg","bussgeld@stadt-oldenburg.de"
"26125","Oldenburg","bussgeld@stadt-oldenburg.de"
"26127","Oldenburg","bussgeld@stadt-oldenburg.de"
"71543","Wüstenrot, Beilstein","kontakt@gemeinde-wuestenrot.de"
"72108","Rottenburg am Neckar","bussgeld@rottenburg.de"
"25899","Niebüll","info@stadt-niebuell.de"
